geohash,lat,lon,city,district
12.3-102.6,12.3,102.6,Trat,Mueang Trat
12.4-102.6,12.4,102.6,Trat,Mueang Trat
12.5-102.6,12.5,102.6,Trat,Bo Rai
12.6-102.6,12.6,102.6,Trat,Bo Rai
13.8-102.6,13.8,102.6,Sa Kaeo,Khok Sung
13.9-102.6,13.9,102.6,Sa Kaeo,Khok Sung
14.0-102.6,14.0,102.6,Sa Kaeo,Ta Phraya
14.1-102.6,14.1,102.6,Sa Kaeo,Ta Phraya
14.2-102.6,14.2,102.6,Buri Ram,Non Din Daeng
14.3-102.6,14.3,102.6,Nakhon Ratchasima,Soeng Sang
14.4-102.6,14.4,102.6,Buri Ram,Pakham
14.5-102.6,14.5,102.6,Buri Ram,Non Suwan
14.6-102.6,14.6,102.6,Buri Ram,Non Suwan
14.7-102.6,14.7,102.6,Buri Ram,Nong Ki
14.8-102.6,14.8,102.6,Buri Ram,Nong Hong
14.9-102.6,14.9,102.6,Buri Ram,Nong Hong
15.0-102.6,15.0,102.6,Nakhon Ratchasima,Huai Thalaeng
15.1-102.6,15.1,102.6,Nakhon Ratchasima,Huai Thalaeng
15.2-102.6,15.2,102.6,Nakhon Ratchasima,Phimai
15.3-102.6,15.3,102.6,Nakhon Ratchasima,Phimai
15.4-102.6,15.4,102.6,Nakhon Ratchasima,Phimai
15.5-102.6,15.5,102.6,Nakhon Ratchasima,Prathai
15.6-102.6,15.6,102.6,Nakhon Ratchasima,Sida
15.7-102.6,15.7,102.6,Nakhon Ratchasima,Prathai
15.8-102.6,15.8,102.6,Khon Kaen,Phon
15.9-102.6,15.9,102.6,Khon Kaen,Phon
16.0-102.6,16.0,102.6,Khon Kaen,Chonnabot
16.1-102.6,16.1,102.6,Khon Kaen,Chonnabot
16.2-102.6,16.2,102.6,Khon Kaen,Mancha Khiri
16.3-102.6,16.3,102.6,Khon Kaen,Phra Yuen
16.4-102.6,16.4,102.6,Khon Kaen,Ban Fang
16.5-102.6,16.5,102.6,Khon Kaen,Ban Fang
16.6-102.6,16.6,102.6,Khon Kaen,Ban Fang
16.7-102.6,16.7,102.6,Khon Kaen,Phu Wiang
16.8-102.6,16.8,102.6,Nong Bua Lam Phu,Non Sang
16.9-102.6,16.9,102.6,Nong Bua Lam Phu,Non Sang
17.0-102.6,17.0,102.6,Nong Bua Lam Phu,Non Sang
17.1-102.6,17.1,102.6,Udon Thani,Nong Wua So
17.2-102.6,17.2,102.6,Udon Thani,Nong Wua So
17.3-102.6,17.3,102.6,Udon Thani,Nong Wua So
17.4-102.6,17.4,102.6,Udon Thani,Kut Chap
17.5-102.6,17.5,102.6,Udon Thani,Kut Chap
17.6-102.6,17.6,102.6,Udon Thani,Ban Phue
17.7-102.6,17.7,102.6,Nong Khai,Tha Bo
17.8-102.6,17.8,102.6,Nong Khai,Tha Bo
17.9-102.6,17.9,102.6,Nong Khai,Tha Bo
12.1-102.7,12.1,102.7,Trat,Mueang Trat
12.2-102.7,12.2,102.7,Trat,Mueang Trat
12.3-102.7,12.3,102.7,Trat,Mueang Trat
12.4-102.7,12.4,102.7,Trat,Bo Rai
12.5-102.7,12.5,102.7,Trat,Bo Rai
13.8-102.7,13.8,102.7,Sa Kaeo,Khok Sung
13.9-102.7,13.9,102.7,Sa Kaeo,Khok Sung
14.0-102.7,14.0,102.7,Sa Kaeo,Ta Phraya
14.1-102.7,14.1,102.7,Sa Kaeo,Ta Phraya
14.2-102.7,14.2,102.7,Buri Ram,Non Din Daeng
14.3-102.7,14.3,102.7,Buri Ram,Non Din Daeng
14.4-102.7,14.4,102.7,Buri Ram,Pakham
14.5-102.7,14.5,102.7,Buri Ram,Nang Rong
14.6-102.7,14.6,102.7,Buri Ram,Nang Rong
14.7-102.7,14.7,102.7,Buri Ram,Nang Rong
14.8-102.7,14.8,102.7,Buri Ram,Nong Ki
14.9-102.7,14.9,102.7,Buri Ram,Nong Hong
15.0-102.7,15.0,102.7,Nakhon Ratchasima,Huai Thalaeng
15.1-102.7,15.1,102.7,Nakhon Ratchasima,Huai Thalaeng
15.2-102.7,15.2,102.7,Nakhon Ratchasima,Chum Phuang
15.3-102.7,15.3,102.7,Nakhon Ratchasima,Chum Phuang
15.4-102.7,15.4,102.7,Nakhon Ratchasima,Chum Phuang
15.5-102.7,15.5,102.7,Nakhon Ratchasima,Prathai
15.6-102.7,15.6,102.7,Nakhon Ratchasima,Prathai
15.7-102.7,15.7,102.7,Khon Kaen,Nong Song Hong
15.8-102.7,15.8,102.7,Khon Kaen,Nong Song Hong
15.9-102.7,15.9,102.7,Khon Kaen,Nong Song Hong
16.0-102.7,16.0,102.7,Khon Kaen,Non Sila
16.1-102.7,16.1,102.7,Khon Kaen,Ban Phai
16.2-102.7,16.2,102.7,Khon Kaen,Ban Haet
16.3-102.7,16.3,102.7,Khon Kaen,Phra Yuen
16.4-102.7,16.4,102.7,Khon Kaen,Mueang Khon Kaen
16.5-102.7,16.5,102.7,Khon Kaen,Mueang Khon Kaen
16.6-102.7,16.6,102.7,Khon Kaen,Mueang Khon Kaen
16.7-102.7,16.7,102.7,Khon Kaen,Ubolratana
16.8-102.7,16.8,102.7,Khon Kaen,Ubolratana
16.9-102.7,16.9,102.7,Khon Kaen,Ubolratana
17.0-102.7,17.0,102.7,Khon Kaen,Khao Suan Kwang
17.1-102.7,17.1,102.7,Udon Thani,Nong Saeng
17.2-102.7,17.2,102.7,Udon Thani,Nong Saeng
17.3-102.7,17.3,102.7,Udon Thani,Mueang Udon Thani
17.4-102.7,17.4,102.7,Udon Thani,Mueang Udon Thani
17.5-102.7,17.5,102.7,Udon Thani,Mueang Udon Thani
17.6-102.7,17.6,102.7,Udon Thani,Ban Phue
17.7-102.7,17.7,102.7,Nong Khai,Sakhrai
17.8-102.7,17.8,102.7,Nong Khai,Mueang Nong Khai
11.9-102.8,11.9,102.8,Trat,Khlong Yai
14.0-102.8,14.0,102.8,Sa Kaeo,Ta Phraya
14.1-102.8,14.1,102.8,Sa Kaeo,Ta Phraya
14.2-102.8,14.2,102.8,Buri Ram,Non Din Daeng
14.3-102.8,14.3,102.8,Buri Ram,Non Din Daeng
14.4-102.8,14.4,102.8,Buri Ram,Lahan Sai
14.5-102.8,14.5,102.8,Buri Ram,Chaloem Phra Kiat
14.6-102.8,14.6,102.8,Buri Ram,Nang Rong
14.7-102.8,14.7,102.8,Buri Ram,Nang Rong
14.8-102.8,14.8,102.8,Buri Ram,Chamni
14.9-102.8,14.9,102.8,Buri Ram,Nong Hong
15.0-102.8,15.0,102.8,Buri Ram,Lam Plai Mat
15.1-102.8,15.1,102.8,Buri Ram,Lam Plai Mat
15.2-102.8,15.2,102.8,Nakhon Ratchasima,Chum Phuang
15.3-102.8,15.3,102.8,Nakhon Ratchasima,Chum Phuang
15.4-102.8,15.4,102.8,Nakhon Ratchasima,Mueang Yang
15.5-102.8,15.5,102.8,Nakhon Ratchasima,Prathai
15.6-102.8,15.6,102.8,Buri Ram,Ban Mai Chaiyaphot
15.7-102.8,15.7,102.8,Khon Kaen,Nong Song Hong
15.8-102.8,15.8,102.8,Khon Kaen,Nong Song Hong
15.9-102.8,15.9,102.8,Khon Kaen,Pueai Noi
16.0-102.8,16.0,102.8,Khon Kaen,Ban Phai
16.1-102.8,16.1,102.8,Khon Kaen,Ban Phai
16.2-102.8,16.2,102.8,Khon Kaen,Ban Haet
16.3-102.8,16.3,102.8,Khon Kaen,Mueang Khon Kaen
16.4-102.8,16.4,102.8,Khon Kaen,Mueang Khon Kaen
16.5-102.8,16.5,102.8,Khon Kaen,Mueang Khon Kaen
16.6-102.8,16.6,102.8,Khon Kaen,Mueang Khon Kaen
16.7-102.8,16.7,102.8,Khon Kaen,Nam Phong
16.8-102.8,16.8,102.8,Khon Kaen,Nam Phong
16.9-102.8,16.9,102.8,Khon Kaen,Khao Suan Kwang
17.0-102.8,17.0,102.8,Udon Thani,Non Sa-At
17.1-102.8,17.1,102.8,Udon Thani,Nong Saeng
17.2-102.8,17.2,102.8,Udon Thani,Nong Saeng
17.3-102.8,17.3,102.8,Udon Thani,Mueang Udon Thani
17.4-102.8,17.4,102.8,Udon Thani,Mueang Udon Thani
17.5-102.8,17.5,102.8,Udon Thani,Mueang Udon Thani
17.6-102.8,17.6,102.8,Udon Thani,Phen
17.7-102.8,17.7,102.8,Nong Khai,Mueang Nong Khai
17.8-102.8,17.8,102.8,Nong Khai,Mueang Nong Khai
17.9-102.8,17.9,102.8,Nong Khai,Mueang Nong Khai
14.1-102.9,14.1,102.9,Sa Kaeo,Ta Phraya
14.2-102.9,14.2,102.9,Buri Ram,Lahan Sai
14.3-102.9,14.3,102.9,Buri Ram,Lahan Sai
14.4-102.9,14.4,102.9,Buri Ram,Lahan Sai
14.5-102.9,14.5,102.9,Buri Ram,Chaloem Phra Kiat
14.6-102.9,14.6,102.9,Buri Ram,Chaloem Phra Kiat
14.7-102.9,14.7,102.9,Buri Ram,Nang Rong
14.8-102.9,14.8,102.9,Buri Ram,Chamni
14.9-102.9,14.9,102.9,Buri Ram,Lam Plai Mat
15.0-102.9,15.0,102.9,Buri Ram,Lam Plai Mat
15.1-102.9,15.1,102.9,Buri Ram,Lam Plai Mat
15.2-102.9,15.2,102.9,Nakhon Ratchasima,Lam Thamenchai
15.3-102.9,15.3,102.9,Nakhon Ratchasima,Lam Thamenchai
15.4-102.9,15.4,102.9,Nakhon Ratchasima,Mueang Yang
15.5-102.9,15.5,102.9,Nakhon Ratchasima,Mueang Yang
15.6-102.9,15.6,102.9,Buri Ram,Phutthaisong
15.7-102.9,15.7,102.9,Buri Ram,Na Pho
15.8-102.9,15.8,102.9,Khon Kaen,Nong Song Hong
15.9-102.9,15.9,102.9,Khon Kaen,Pueai Noi
16.0-102.9,16.0,102.9,Maha Sarakham,Kut Rang
16.1-102.9,16.1,102.9,Maha Sarakham,Kut Rang
16.2-102.9,16.2,102.9,Maha Sarakham,Kosum Phisai
16.3-102.9,16.3,102.9,Maha Sarakham,Kosum Phisai
16.4-102.9,16.4,102.9,Khon Kaen,Mueang Khon Kaen
16.5-102.9,16.5,102.9,Khon Kaen,Mueang Khon Kaen
16.6-102.9,16.6,102.9,Khon Kaen,Nam Phong
16.7-102.9,16.7,102.9,Khon Kaen,Nam Phong
16.8-102.9,16.8,102.9,Khon Kaen,Khao Suan Kwang
16.9-102.9,16.9,102.9,Udon Thani,Non Sa-At
17.0-102.9,17.0,102.9,Udon Thani,Kumphawapi
17.1-102.9,17.1,102.9,Udon Thani,Kumphawapi
17.2-102.9,17.2,102.9,Udon Thani,Kumphawapi
17.3-102.9,17.3,102.9,Udon Thani,Mueang Udon Thani
17.4-102.9,17.4,102.9,Udon Thani,Mueang Udon Thani
17.5-102.9,17.5,102.9,Udon Thani,Mueang Udon Thani
17.6-102.9,17.6,102.9,Udon Thani,Phen
17.7-102.9,17.7,102.9,Udon Thani,Phen
17.8-102.9,17.8,102.9,Udon Thani,Phen
17.9-102.9,17.9,102.9,Nong Khai,Phon Phisai
14.3-103.0,14.3,103.0,Buri Ram,Ban Kruat
14.4-103.0,14.4,103.0,Buri Ram,Ban Kruat
14.5-103.0,14.5,103.0,Buri Ram,Prakhon Chai
14.6-103.0,14.6,103.0,Buri Ram,Prakhon Chai
14.7-103.0,14.7,103.0,Buri Ram,Prakhon Chai
14.8-103.0,14.8,103.0,Buri Ram,Mueang Buri Ram
14.9-103.0,14.9,103.0,Buri Ram,Mueang Buri Ram
15.0-103.0,15.0,103.0,Buri Ram,Mueang Buri Ram
15.1-103.0,15.1,103.0,Buri Ram,Mueang Buri Ram
15.2-103.0,15.2,103.0,Buri Ram,Khu Mueang
15.3-103.0,15.3,103.0,Buri Ram,Khu Mueang
15.4-103.0,15.4,103.0,Buri Ram,Khu Mueang
15.5-103.0,15.5,103.0,Buri Ram,Phutthaisong
15.6-103.0,15.6,103.0,Buri Ram,Phutthaisong
15.7-103.0,15.7,103.0,Buri Ram,Na Pho
15.8-103.0,15.8,103.0,Maha Sarakham,Na Chueak
15.9-103.0,15.9,103.0,Maha Sarakham,Na Chueak
16.0-103.0,16.0,103.0,Maha Sarakham,Borabue
16.1-103.0,16.1,103.0,Maha Sarakham,Kut Rang
16.2-103.0,16.2,103.0,Maha Sarakham,Kosum Phisai
16.3-103.0,16.3,103.0,Maha Sarakham,Kosum Phisai
16.4-103.0,16.4,103.0,Maha Sarakham,Chiang Yuen
16.5-103.0,16.5,103.0,Khon Kaen,Sam Sung
16.6-103.0,16.6,103.0,Khon Kaen,Nam Phong
16.7-103.0,16.7,103.0,Khon Kaen,Kranuan
16.8-103.0,16.8,103.0,Khon Kaen,Nam Phong
16.9-103.0,16.9,103.0,Udon Thani,Non Sa-At
17.0-103.0,17.0,103.0,Udon Thani,Non Sa-At
17.1-103.0,17.1,103.0,Udon Thani,Kumphawapi
17.2-103.0,17.2,103.0,Udon Thani,Kumphawapi
17.3-103.0,17.3,103.0,Udon Thani,Nong Han
17.4-103.0,17.4,103.0,Udon Thani,Nong Han
17.5-103.0,17.5,103.0,Udon Thani,Phibun Rak
17.6-103.0,17.6,103.0,Udon Thani,Phen
17.7-103.0,17.7,103.0,Udon Thani,Phen
17.8-103.0,17.8,103.0,Udon Thani,Sang Khom
17.9-103.0,17.9,103.0,Nong Khai,Phon Phisai
14.4-103.1,14.4,103.1,Buri Ram,Ban Kruat
14.5-103.1,14.5,103.1,Buri Ram,Prakhon Chai
14.6-103.1,14.6,103.1,Buri Ram,Prakhon Chai
14.7-103.1,14.7,103.1,Buri Ram,Prakhon Chai
14.8-103.1,14.8,103.1,Buri Ram,Phlapphla Chai
14.9-103.1,14.9,103.1,Buri Ram,Mueang Buri Ram
15.0-103.1,15.0,103.1,Buri Ram,Mueang Buri Ram
15.1-103.1,15.1,103.1,Buri Ram,Mueang Buri Ram
15.2-103.1,15.2,103.1,Buri Ram,Khu Mueang
15.3-103.1,15.3,103.1,Buri Ram,Khaen Dong
15.4-103.1,15.4,103.1,Buri Ram,Khaen Dong
15.5-103.1,15.5,103.1,Maha Sarakham,Phayakkhaphum Phisai
15.6-103.1,15.6,103.1,Maha Sarakham,Phayakkhaphum Phisai
15.7-103.1,15.7,103.1,Maha Sarakham,Yang Sisurat
15.8-103.1,15.8,103.1,Maha Sarakham,Na Chueak
15.9-103.1,15.9,103.1,Maha Sarakham,Borabue
16.0-103.1,16.0,103.1,Maha Sarakham,Borabue
16.1-103.1,16.1,103.1,Maha Sarakham,Borabue
16.2-103.1,16.2,103.1,Maha Sarakham,Kosum Phisai
16.3-103.1,16.3,103.1,Maha Sarakham,Kosum Phisai
16.4-103.1,16.4,103.1,Maha Sarakham,Chiang Yuen
16.5-103.1,16.5,103.1,Maha Sarakham,Chuen Chom
16.6-103.1,16.6,103.1,Khon Kaen,Sam Sung
16.7-103.1,16.7,103.1,Khon Kaen,Kranuan
16.8-103.1,16.8,103.1,Khon Kaen,Kranuan
16.9-103.1,16.9,103.1,Khon Kaen,Kranuan
17.0-103.1,17.0,103.1,Udon Thani,Si That
17.1-103.1,17.1,103.1,Udon Thani,Kumphawapi
17.2-103.1,17.2,103.1,Udon Thani,Ku Kaeo
17.3-103.1,17.3,103.1,Udon Thani,Nong Han
17.4-103.1,17.4,103.1,Udon Thani,Nong Han
17.5-103.1,17.5,103.1,Udon Thani,Nong Han
17.6-103.1,17.6,103.1,Udon Thani,Phen
17.7-103.1,17.7,103.1,Udon Thani,Sang Khom
17.8-103.1,17.8,103.1,Udon Thani,Sang Khom
17.9-103.1,17.9,103.1,Nong Khai,Phon Phisai
18.0-103.1,18.0,103.1,Nong Khai,Phon Phisai
18.1-103.1,18.1,103.1,Nong Khai,Phon Phisai
14.4-103.2,14.4,103.2,Buri Ram,Ban Kruat
14.5-103.2,14.5,103.2,Buri Ram,Ban Kruat
14.6-103.2,14.6,103.2,Buri Ram,Prakhon Chai
14.7-103.2,14.7,103.2,Buri Ram,Phlapphla Chai
14.8-103.2,14.8,103.2,Buri Ram,Krasang
14.9-103.2,14.9,103.2,Buri Ram,Krasang
15.0-103.2,15.0,103.2,Buri Ram,Huai Rat
15.1-103.2,15.1,103.2,Buri Ram,Ban Dan
15.2-103.2,15.2,103.2,Buri Ram,Satuek
15.3-103.2,15.3,103.2,Buri Ram,Khaen Dong
15.4-103.2,15.4,103.2,Surin,Chumphon Buri
15.5-103.2,15.5,103.2,Maha Sarakham,Phayakkhaphum Phisai
15.6-103.2,15.6,103.2,Maha Sarakham,Phayakkhaphum Phisai
15.7-103.2,15.7,103.2,Maha Sarakham,Na Dun
15.8-103.2,15.8,103.2,Maha Sarakham,Wapi Pathum
15.9-103.2,15.9,103.2,Maha Sarakham,Borabue
16.0-103.2,16.0,103.2,Maha Sarakham,Borabue
16.1-103.2,16.1,103.2,Maha Sarakham,Borabue
16.2-103.2,16.2,103.2,Maha Sarakham,Mueang Maha Sarakham
16.3-103.2,16.3,103.2,Maha Sarakham,Kantharawichai
16.4-103.2,16.4,103.2,Kalasin,Yang Talat
16.5-103.2,16.5,103.2,Kalasin,Huai Mek
16.6-103.2,16.6,103.2,Kalasin,Huai Mek
16.7-103.2,16.7,103.2,Kalasin,Huai Mek
16.8-103.2,16.8,103.2,Kalasin,Tha Khantho
16.9-103.2,16.9,103.2,Kalasin,Tha Khantho
17.0-103.2,17.0,103.2,Udon Thani,Si That
17.1-103.2,17.1,103.2,Udon Thani,Si That
17.2-103.2,17.2,103.2,Udon Thani,Ku Kaeo
17.3-103.2,17.3,103.2,Udon Thani,Chai Wan
17.4-103.2,17.4,103.2,Udon Thani,Nong Han
17.5-103.2,17.5,103.2,Udon Thani,Thung Fon
17.6-103.2,17.6,103.2,Udon Thani,Ban Dung
17.7-103.2,17.7,103.2,Udon Thani,Ban Dung
17.8-103.2,17.8,103.2,Udon Thani,Ban Dung
17.9-103.2,17.9,103.2,Nong Khai,Phon Phisai
18.0-103.2,18.0,103.2,Nong Khai,Fao Rai
18.1-103.2,18.1,103.2,Nong Khai,Phon Phisai
18.2-103.2,18.2,103.2,Nong Khai,Rattanawapi
14.4-103.3,14.4,103.3,Surin,Phanom Dong Rak
14.5-103.3,14.5,103.3,Surin,Phanom Dong Rak
14.6-103.3,14.6,103.3,Surin,Prasat
14.7-103.3,14.7,103.3,Surin,Prasat
14.8-103.3,14.8,103.3,Surin,Mueang Surin
14.9-103.3,14.9,103.3,Buri Ram,Krasang
15.0-103.3,15.0,103.3,Buri Ram,Krasang
15.1-103.3,15.1,103.3,Buri Ram,Huai Rat
15.2-103.3,15.2,103.3,Buri Ram,Satuek
15.3-103.3,15.3,103.3,Buri Ram,Satuek
15.4-103.3,15.4,103.3,Surin,Chumphon Buri
15.5-103.3,15.5,103.3,Maha Sarakham,Phayakkhaphum Phisai
15.6-103.3,15.6,103.3,Roi Et,Pathum Rat
15.7-103.3,15.7,103.3,Maha Sarakham,Na Dun
15.8-103.3,15.8,103.3,Maha Sarakham,Wapi Pathum
15.9-103.3,15.9,103.3,Maha Sarakham,Wapi Pathum
16.0-103.3,16.0,103.3,Maha Sarakham,Mueang Maha Sarakham
16.1-103.3,16.1,103.3,Maha Sarakham,Mueang Maha Sarakham
16.2-103.3,16.2,103.3,Maha Sarakham,Mueang Maha Sarakham
16.3-103.3,16.3,103.3,Maha Sarakham,Kantharawichai
16.4-103.3,16.4,103.3,Kalasin,Yang Talat
16.5-103.3,16.5,103.3,Kalasin,Yang Talat
16.6-103.3,16.6,103.3,Kalasin,Huai Mek
16.7-103.3,16.7,103.3,Kalasin,Nong Kung Si
16.8-103.3,16.8,103.3,Kalasin,Nong Kung Si
16.9-103.3,16.9,103.3,Kalasin,Tha Khantho
17.0-103.3,17.0,103.3,Udon Thani,Si That
17.1-103.3,17.1,103.3,Udon Thani,Si That
17.2-103.3,17.2,103.3,Udon Thani,Chai Wan
17.3-103.3,17.3,103.3,Sakon Nakhon,Sawang Daen Din
17.4-103.3,17.4,103.3,Sakon Nakhon,Sawang Daen Din
17.5-103.3,17.5,103.3,Sakon Nakhon,Sawang Daen Din
17.6-103.3,17.6,103.3,Udon Thani,Ban Dung
17.7-103.3,17.7,103.3,Udon Thani,Ban Dung
17.8-103.3,17.8,103.3,Udon Thani,Ban Dung
17.9-103.3,17.9,103.3,Nong Khai,Phon Phisai
18.0-103.3,18.0,103.3,Nong Khai,Fao Rai
18.1-103.3,18.1,103.3,Nong Khai,Fao Rai
18.2-103.3,18.2,103.3,Nong Khai,Rattanawapi
18.3-103.3,18.3,103.3,Bueng Kan,Pak Khat
18.4-103.3,18.4,103.3,Bueng Kan,Pak Khat
14.4-103.4,14.4,103.4,Surin,Phanom Dong Rak
14.5-103.4,14.5,103.4,Surin,Kap Choeng
14.6-103.4,14.6,103.4,Surin,Prasat
14.7-103.4,14.7,103.4,Surin,Prasat
14.8-103.4,14.8,103.4,Surin,Mueang Surin
14.9-103.4,14.9,103.4,Buri Ram,Krasang
15.0-103.4,15.0,103.4,Buri Ram,Krasang
15.1-103.4,15.1,103.4,Buri Ram,Krasang
15.2-103.4,15.2,103.4,Buri Ram,Satuek
15.3-103.4,15.3,103.4,Buri Ram,Satuek
15.4-103.4,15.4,103.4,Surin,Chumphon Buri
15.5-103.4,15.5,103.4,Maha Sarakham,Phayakkhaphum Phisai
15.6-103.4,15.6,103.4,Roi Et,Pathum Rat
15.7-103.4,15.7,103.4,Roi Et,Pathum Rat
15.8-103.4,15.8,103.4,Maha Sarakham,Wapi Pathum
15.9-103.4,15.9,103.4,Maha Sarakham,Wapi Pathum
16.0-103.4,16.0,103.4,Maha Sarakham,Wapi Pathum
16.1-103.4,16.1,103.4,Maha Sarakham,Kae Dam
16.2-103.4,16.2,103.4,Maha Sarakham,Mueang Maha Sarakham
16.3-103.4,16.3,103.4,Kalasin,Yang Talat
16.4-103.4,16.4,103.4,Kalasin,Yang Talat
16.5-103.4,16.5,103.4,Kalasin,Yang Talat
16.6-103.4,16.6,103.4,Kalasin,Yang Talat
16.7-103.4,16.7,103.4,Kalasin,Nong Kung Si
16.8-103.4,16.8,103.4,Kalasin,Nong Kung Si
16.9-103.4,16.9,103.4,Udon Thani,Wang Sam Mo
17.0-103.4,17.0,103.4,Udon Thani,Wang Sam Mo
17.1-103.4,17.1,103.4,Udon Thani,Wang Sam Mo
17.2-103.4,17.2,103.4,Udon Thani,Chai Wan
17.3-103.4,17.3,103.4,Sakon Nakhon,Song Dao
17.4-103.4,17.4,103.4,Sakon Nakhon,Sawang Daen Din
17.5-103.4,17.5,103.4,Sakon Nakhon,Sawang Daen Din
17.6-103.4,17.6,103.4,Udon Thani,Ban Dung
17.7-103.4,17.7,103.4,Udon Thani,Ban Dung
17.8-103.4,17.8,103.4,Sakon Nakhon,Ban Muang
17.9-103.4,17.9,103.4,Udon Thani,Ban Dung
18.0-103.4,18.0,103.4,Nong Khai,Fao Rai
18.1-103.4,18.1,103.4,Bueng Kan,So Phisai
18.2-103.4,18.2,103.4,Bueng Kan,Pak Khat
18.3-103.4,18.3,103.4,Bueng Kan,Mueang Bueng Kan
18.4-103.4,18.4,103.4,Bueng Kan,Mueang Bueng Kan
14.4-103.5,14.4,103.5,Surin,Kap Choeng
14.5-103.5,14.5,103.5,Surin,Kap Choeng
14.6-103.5,14.6,103.5,Surin,Prasat
14.7-103.5,14.7,103.5,Surin,Prasat
14.8-103.5,14.8,103.5,Surin,Mueang Surin
14.9-103.5,14.9,103.5,Surin,Mueang Surin
15.0-103.5,15.0,103.5,Surin,Mueang Surin
15.1-103.5,15.1,103.5,Surin,Mueang Surin
15.2-103.5,15.2,103.5,Surin,Chom Phra
15.3-103.5,15.3,103.5,Surin,Chumphon Buri
15.4-103.5,15.4,103.5,Surin,Chumphon Buri
15.5-103.5,15.5,103.5,Roi Et,Kaset Wisai
15.6-103.5,15.6,103.5,Roi Et,Kaset Wisai
15.7-103.5,15.7,103.5,Roi Et,Kaset Wisai
15.8-103.5,15.8,103.5,Roi Et,Chaturaphak Phiman
15.9-103.5,15.9,103.5,Roi Et,Chaturaphak Phiman
16.0-103.5,16.0,103.5,Roi Et,Si Somdet
16.1-103.5,16.1,103.5,Roi Et,Mueang Roi Et
16.2-103.5,16.2,103.5,Maha Sarakham,Mueang Maha Sarakham
16.3-103.5,16.3,103.5,Kalasin,Kamalasai
16.4-103.5,16.4,103.5,Kalasin,Mueang Kalasin
16.5-103.5,16.5,103.5,Kalasin,Mueang Kalasin
16.6-103.5,16.6,103.5,Kalasin,Mueang Kalasin
16.7-103.5,16.7,103.5,Kalasin,Sahatsakhan
16.8-103.5,16.8,103.5,Kalasin,Sam Chai
16.9-103.5,16.9,103.5,Kalasin,Sam Chai
17.0-103.5,17.0,103.5,Udon Thani,Wang Sam Mo
17.1-103.5,17.1,103.5,Udon Thani,Wang Sam Mo
17.2-103.5,17.2,103.5,Udon Thani,Wang Sam Mo
17.3-103.5,17.3,103.5,Sakon Nakhon,Song Dao
17.4-103.5,17.4,103.5,Sakon Nakhon,Sawang Daen Din
17.5-103.5,17.5,103.5,Sakon Nakhon,Sawang Daen Din
17.6-103.5,17.6,103.5,Sakon Nakhon,Charoen Sin
17.7-103.5,17.7,103.5,Sakon Nakhon,Charoen Sin
17.8-103.5,17.8,103.5,Sakon Nakhon,Ban Muang
17.9-103.5,17.9,103.5,Sakon Nakhon,Ban Muang
18.0-103.5,18.0,103.5,Bueng Kan,So Phisai
18.1-103.5,18.1,103.5,Bueng Kan,So Phisai
18.2-103.5,18.2,103.5,Bueng Kan,So Phisai
18.3-103.5,18.3,103.5,Bueng Kan,So Phisai
18.4-103.5,18.4,103.5,Bueng Kan,Mueang Bueng Kan
14.5-103.6,14.5,103.6,Surin,Kap Choeng
14.6-103.6,14.6,103.6,Surin,Prasat
14.7-103.6,14.7,103.6,Surin,Mueang Surin
14.8-103.6,14.8,103.6,Surin,Mueang Surin
14.9-103.6,14.9,103.6,Surin,Mueang Surin
15.0-103.6,15.0,103.6,Surin,Khwao Sin Rin
15.1-103.6,15.1,103.6,Surin,Chom Phra
15.2-103.6,15.2,103.6,Surin,Tha Tum
15.3-103.6,15.3,103.6,Surin,Tha Tum
15.4-103.6,15.4,103.6,Surin,Tha Tum
15.5-103.6,15.5,103.6,Roi Et,Kaset Wisai
15.6-103.6,15.6,103.6,Roi Et,Kaset Wisai
15.7-103.6,15.7,103.6,Roi Et,Kaset Wisai
15.8-103.6,15.8,103.6,Roi Et,Chaturaphak Phiman
15.9-103.6,15.9,103.6,Roi Et,Chaturaphak Phiman
16.0-103.6,16.0,103.6,Roi Et,Mueang Roi Et
16.1-103.6,16.1,103.6,Roi Et,Mueang Roi Et
16.2-103.6,16.2,103.6,Kalasin,Kamalasai
16.3-103.6,16.3,103.6,Kalasin,Kamalasai
16.4-103.6,16.4,103.6,Kalasin,Mueang Kalasin
16.5-103.6,16.5,103.6,Kalasin,Mueang Kalasin
16.6-103.6,16.6,103.6,Kalasin,Mueang Kalasin
16.7-103.6,16.7,103.6,Kalasin,Sahatsakhan
16.8-103.6,16.8,103.6,Kalasin,Sahatsakhan
16.9-103.6,16.9,103.6,Kalasin,Kham Muang
17.0-103.6,17.0,103.6,Kalasin,Kham Muang
17.1-103.6,17.1,103.6,Udon Thani,Wang Sam Mo
17.2-103.6,17.2,103.6,Sakon Nakhon,Waritchaphum
17.3-103.6,17.3,103.6,Sakon Nakhon,Waritchaphum
17.4-103.6,17.4,103.6,Sakon Nakhon,Sawang Daen Din
17.5-103.6,17.5,103.6,Sakon Nakhon,Sawang Daen Din
17.6-103.6,17.6,103.6,Sakon Nakhon,Charoen Sin
17.7-103.6,17.7,103.6,Sakon Nakhon,Wanon Niwat
17.8-103.6,17.8,103.6,Sakon Nakhon,Wanon Niwat
