geohash,lat,lon,city,district
17.9-103.6,17.9,103.6,Sakon Nakhon,Ban Muang
18.0-103.6,18.0,103.6,Sakon Nakhon,Ban Muang
18.1-103.6,18.1,103.6,Bueng Kan,Phon Charoen
18.2-103.6,18.2,103.6,Bueng Kan,Mueang Bueng Kan
18.3-103.6,18.3,103.6,Bueng Kan,Mueang Bueng Kan
18.4-103.6,18.4,103.6,Bueng Kan,Mueang Bueng Kan
14.5-103.7,14.5,103.7,Surin,Kap Choeng
14.6-103.7,14.6,103.7,Surin,Sangkha
14.7-103.7,14.7,103.7,Surin,Lamduan
14.8-103.7,14.8,103.7,Surin,Sikhoraphum
14.9-103.7,14.9,103.7,Surin,Sikhoraphum
15.0-103.7,15.0,103.7,Surin,Sikhoraphum
15.1-103.7,15.1,103.7,Surin,Chom Phra
15.2-103.7,15.2,103.7,Surin,Tha Tum
15.3-103.7,15.3,103.7,Surin,Tha Tum
15.4-103.7,15.4,103.7,Surin,Tha Tum
15.5-103.7,15.5,103.7,Roi Et,Suwannaphum
15.6-103.7,15.6,103.7,Roi Et,Suwannaphum
15.7-103.7,15.7,103.7,Roi Et,Suwannaphum
15.8-103.7,15.8,103.7,Roi Et,Mueang Suang
15.9-103.7,15.9,103.7,Roi Et,Mueang Roi Et
16.0-103.7,16.0,103.7,Roi Et,Thawat Buri
16.1-103.7,16.1,103.7,Roi Et,Chiang Khwan
16.2-103.7,16.2,103.7,Roi Et,Changhan
16.3-103.7,16.3,103.7,Kalasin,Rong Kham
16.4-103.7,16.4,103.7,Kalasin,Don Chan
16.5-103.7,16.5,103.7,Kalasin,Don Chan
16.6-103.7,16.6,103.7,Kalasin,Na Mon
16.7-103.7,16.7,103.7,Kalasin,Somdet
16.8-103.7,16.8,103.7,Kalasin,Somdet
16.9-103.7,16.9,103.7,Kalasin,Kham Muang
17.0-103.7,17.0,103.7,Kalasin,Kham Muang
17.1-103.7,17.1,103.7,Sakon Nakhon,Kut Bak
17.2-103.7,17.2,103.7,Sakon Nakhon,Nikhom Nam Un
17.3-103.7,17.3,103.7,Sakon Nakhon,Waritchaphum
17.4-103.7,17.4,103.7,Sakon Nakhon,Phang Khon
17.5-103.7,17.5,103.7,Sakon Nakhon,Wanon Niwat
17.6-103.7,17.6,103.7,Sakon Nakhon,Wanon Niwat
17.7-103.7,17.7,103.7,Sakon Nakhon,Wanon Niwat
17.8-103.7,17.8,103.7,Sakon Nakhon,Kham Ta Kla
17.9-103.7,17.9,103.7,Sakon Nakhon,Kham Ta Kla
18.0-103.7,18.0,103.7,Bueng Kan,Phon Charoen
18.1-103.7,18.1,103.7,Bueng Kan,Phon Charoen
18.2-103.7,18.2,103.7,Bueng Kan,Si Wilai
18.3-103.7,18.3,103.7,Bueng Kan,Mueang Bueng Kan
14.4-103.8,14.4,103.8,Surin,Sangkha
14.5-103.8,14.5,103.8,Surin,Sangkha
14.6-103.8,14.6,103.8,Surin,Sangkha
14.7-103.8,14.7,103.8,Surin,Sangkha
14.8-103.8,14.8,103.8,Surin,Sikhoraphum
14.9-103.8,14.9,103.8,Surin,Sikhoraphum
15.0-103.8,15.0,103.8,Surin,Sikhoraphum
15.1-103.8,15.1,103.8,Surin,Sanom
15.2-103.8,15.2,103.8,Surin,Sanom
15.3-103.8,15.3,103.8,Surin,Rattanaburi
15.4-103.8,15.4,103.8,Surin,Rattanaburi
15.5-103.8,15.5,103.8,Roi Et,Suwannaphum
15.6-103.8,15.6,103.8,Roi Et,Suwannaphum
15.7-103.8,15.7,103.8,Roi Et,Suwannaphum
15.8-103.8,15.8,103.8,Roi Et,Mueang Suang
15.9-103.8,15.9,103.8,Roi Et,At Samat
16.0-103.8,16.0,103.8,Roi Et,Thawat Buri
16.1-103.8,16.1,103.8,Roi Et,Thawat Buri
16.2-103.8,16.2,103.8,Roi Et,Pho Chai
16.3-103.8,16.3,103.8,Roi Et,Pho Chai
16.4-103.8,16.4,103.8,Roi Et,Pho Chai
16.5-103.8,16.5,103.8,Kalasin,Don Chan
16.6-103.8,16.6,103.8,Kalasin,Na Mon
16.7-103.8,16.7,103.8,Kalasin,Huai Phueng
16.8-103.8,16.8,103.8,Kalasin,Somdet
16.9-103.8,16.9,103.8,Sakon Nakhon,Phu Phan
17.0-103.8,17.0,103.8,Sakon Nakhon,Phu Phan
17.1-103.8,17.1,103.8,Sakon Nakhon,Kut Bak
17.2-103.8,17.2,103.8,Sakon Nakhon,Phanna Nikhom
17.3-103.8,17.3,103.8,Sakon Nakhon,Phanna Nikhom
17.4-103.8,17.4,103.8,Sakon Nakhon,Phang Khon
17.5-103.8,17.5,103.8,Sakon Nakhon,Wanon Niwat
17.6-103.8,17.6,103.8,Sakon Nakhon,Wanon Niwat
17.7-103.8,17.7,103.8,Sakon Nakhon,Wanon Niwat
17.8-103.8,17.8,103.8,Sakon Nakhon,Kham Ta Kla
17.9-103.8,17.9,103.8,Bueng Kan,Seka
18.0-103.8,18.0,103.8,Bueng Kan,Seka
18.1-103.8,18.1,103.8,Bueng Kan,Si Wilai
18.2-103.8,18.2,103.8,Bueng Kan,Si Wilai
18.3-103.8,18.3,103.8,Bueng Kan,Mueang Bueng Kan
14.4-103.9,14.4,103.9,Surin,Sangkha
14.5-103.9,14.5,103.9,Surin,Buachet
14.6-103.9,14.6,103.9,Surin,Sangkha
14.7-103.9,14.7,103.9,Surin,Sangkha
14.8-103.9,14.8,103.9,Surin,Si Narong
14.9-103.9,14.9,103.9,Surin,Sikhoraphum
15.0-103.9,15.0,103.9,Surin,Samrong Thap
15.1-103.9,15.1,103.9,Surin,Samrong Thap
15.2-103.9,15.2,103.9,Surin,Non Narai
15.3-103.9,15.3,103.9,Surin,Rattanaburi
15.4-103.9,15.4,103.9,Surin,Rattanaburi
15.5-103.9,15.5,103.9,Roi Et,Phon Sai
15.6-103.9,15.6,103.9,Roi Et,Suwannaphum
15.7-103.9,15.7,103.9,Roi Et,Suwannaphum
15.8-103.9,15.8,103.9,Roi Et,At Samat
15.9-103.9,15.9,103.9,Roi Et,At Samat
16.0-103.9,16.0,103.9,Roi Et,Thung Khao Luang
16.1-103.9,16.1,103.9,Roi Et,Selaphum
16.2-103.9,16.2,103.9,Roi Et,Phon Thong
16.3-103.9,16.3,103.9,Roi Et,Phon Thong
16.4-103.9,16.4,103.9,Roi Et,Phon Thong
16.5-103.9,16.5,103.9,Kalasin,Kuchinarai
16.6-103.9,16.6,103.9,Kalasin,Huai Phueng
16.7-103.9,16.7,103.9,Kalasin,Huai Phueng
16.8-103.9,16.8,103.9,Kalasin,Somdet
16.9-103.9,16.9,103.9,Sakon Nakhon,Phu Phan
17.0-103.9,17.0,103.9,Sakon Nakhon,Phu Phan
17.1-103.9,17.1,103.9,Sakon Nakhon,Kut Bak
17.2-103.9,17.2,103.9,Sakon Nakhon,Phanna Nikhom
17.3-103.9,17.3,103.9,Sakon Nakhon,Phanna Nikhom
17.4-103.9,17.4,103.9,Sakon Nakhon,Phanna Nikhom
17.5-103.9,17.5,103.9,Sakon Nakhon,Wanon Niwat
17.6-103.9,17.6,103.9,Sakon Nakhon,Akat Amnuai
17.7-103.9,17.7,103.9,Sakon Nakhon,Akat Amnuai
17.8-103.9,17.8,103.9,Sakon Nakhon,Kham Ta Kla
17.9-103.9,17.9,103.9,Bueng Kan,Seka
18.0-103.9,18.0,103.9,Bueng Kan,Seka
18.1-103.9,18.1,103.9,Bueng Kan,Seka
18.2-103.9,18.2,103.9,Bueng Kan,Seka
18.3-103.9,18.3,103.9,Bueng Kan,Bung Khla
14.4-104.0,14.4,104.0,Surin,Buachet
14.5-104.0,14.5,104.0,Surin,Buachet
14.6-104.0,14.6,104.0,Surin,Buachet
14.7-104.0,14.7,104.0,Surin,Sangkha
14.8-104.0,14.8,104.0,Si Sa Ket,Prang Ku
14.9-104.0,14.9,104.0,Si Sa Ket,Prang Ku
15.0-104.0,15.0,104.0,Si Sa Ket,Huai Thap Than
15.1-104.0,15.1,104.0,Si Sa Ket,Huai Thap Than
15.2-104.0,15.2,104.0,Si Sa Ket,Mueang Chan
15.3-104.0,15.3,104.0,Surin,Rattanaburi
15.4-104.0,15.4,104.0,Si Sa Ket,Rasi Salai
15.5-104.0,15.5,104.0,Roi Et,Phon Sai
15.6-104.0,15.6,104.0,Roi Et,Nong Hi
15.7-104.0,15.7,104.0,Roi Et,Phanom Phrai
15.8-104.0,15.8,104.0,Roi Et,Phanom Phrai
15.9-104.0,15.9,104.0,Roi Et,Selaphum
16.0-104.0,16.0,104.0,Roi Et,Selaphum
16.1-104.0,16.1,104.0,Roi Et,Selaphum
16.2-104.0,16.2,104.0,Roi Et,Phon Thong
16.3-104.0,16.3,104.0,Roi Et,Phon Thong
16.4-104.0,16.4,104.0,Roi Et,Phon Thong
16.5-104.0,16.5,104.0,Kalasin,Kuchinarai
16.6-104.0,16.6,104.0,Kalasin,Kuchinarai
16.7-104.0,16.7,104.0,Kalasin,Na Khu
16.8-104.0,16.8,104.0,Kalasin,Na Khu
16.9-104.0,16.9,104.0,Sakon Nakhon,Phu Phan
17.0-104.0,17.0,104.0,Sakon Nakhon,Phu Phan
17.1-104.0,17.1,104.0,Sakon Nakhon,Mueang Sakon Nakhon
17.2-104.0,17.2,104.0,Sakon Nakhon,Mueang Sakon Nakhon
17.3-104.0,17.3,104.0,Sakon Nakhon,Mueang Sakon Nakhon
17.4-104.0,17.4,104.0,Sakon Nakhon,Phanna Nikhom
17.5-104.0,17.5,104.0,Sakon Nakhon,Akat Amnuai
17.6-104.0,17.6,104.0,Sakon Nakhon,Akat Amnuai
17.7-104.0,17.7,104.0,Sakon Nakhon,Akat Amnuai
17.8-104.0,17.8,104.0,Sakon Nakhon,Akat Amnuai
17.9-104.0,17.9,104.0,Bueng Kan,Seka
18.0-104.0,18.0,104.0,Bueng Kan,Bueng Khong Long
18.1-104.0,18.1,104.0,Bueng Kan,Seka
18.2-104.0,18.2,104.0,Bueng Kan,Bung Khla
18.3-104.0,18.3,104.0,Bueng Kan,Bung Khla
14.4-104.1,14.4,104.1,Si Sa Ket,Phu Sing
14.5-104.1,14.5,104.1,Si Sa Ket,Phu Sing
14.6-104.1,14.6,104.1,Si Sa Ket,Phu Sing
14.7-104.1,14.7,104.1,Si Sa Ket,Khukhan
14.8-104.1,14.8,104.1,Si Sa Ket,Prang Ku
14.9-104.1,14.9,104.1,Si Sa Ket,Prang Ku
15.0-104.1,15.0,104.1,Si Sa Ket,Uthumphon Phisai
15.1-104.1,15.1,104.1,Si Sa Ket,Uthumphon Phisai
15.2-104.1,15.2,104.1,Si Sa Ket,Pho Si Suwan
15.3-104.1,15.3,104.1,Si Sa Ket,Bueng Bun
15.4-104.1,15.4,104.1,Si Sa Ket,Rasi Salai
15.5-104.1,15.5,104.1,Si Sa Ket,Sila Lat
15.6-104.1,15.6,104.1,Roi Et,Phanom Phrai
15.7-104.1,15.7,104.1,Roi Et,Phanom Phrai
15.8-104.1,15.8,104.1,Roi Et,Phanom Phrai
15.9-104.1,15.9,104.1,Yasothon,Mueang Yasothon
16.0-104.1,16.0,104.1,Roi Et,Selaphum
16.1-104.1,16.1,104.1,Roi Et,Selaphum
16.2-104.1,16.2,104.1,Roi Et,Phon Thong
16.3-104.1,16.3,104.1,Roi Et,Nong Phok
16.4-104.1,16.4,104.1,Roi Et,Moei Wadi
16.5-104.1,16.5,104.1,Kalasin,Kuchinarai
16.6-104.1,16.6,104.1,Kalasin,Kuchinarai
16.7-104.1,16.7,104.1,Kalasin,Khao Wong
16.8-104.1,16.8,104.1,Mukdahan,Dong Luang
16.9-104.1,16.9,104.1,Sakon Nakhon,Tao Ngoi
17.0-104.1,17.0,104.1,Sakon Nakhon,Tao Ngoi
17.1-104.1,17.1,104.1,Sakon Nakhon,Mueang Sakon Nakhon
17.2-104.1,17.2,104.1,Sakon Nakhon,Mueang Sakon Nakhon
17.3-104.1,17.3,104.1,Sakon Nakhon,Mueang Sakon Nakhon
17.4-104.1,17.4,104.1,Sakon Nakhon,Kusuman
17.5-104.1,17.5,104.1,Nakhon Phanom,Na Wa
17.6-104.1,17.6,104.1,Nakhon Phanom,Na Wa
17.7-104.1,17.7,104.1,Nakhon Phanom,Si Songkhram
17.8-104.1,17.8,104.1,Nakhon Phanom,Na Thom
17.9-104.1,17.9,104.1,Nakhon Phanom,Na Thom
18.0-104.1,18.0,104.1,Bueng Kan,Bueng Khong Long
18.1-104.1,18.1,104.1,Bueng Kan,Bueng Khong Long
14.4-104.2,14.4,104.2,Si Sa Ket,Phu Sing
14.5-104.2,14.5,104.2,Si Sa Ket,Phu Sing
14.6-104.2,14.6,104.2,Si Sa Ket,Khukhan
14.7-104.2,14.7,104.2,Si Sa Ket,Khukhan
14.8-104.2,14.8,104.2,Si Sa Ket,Khukhan
14.9-104.2,14.9,104.2,Si Sa Ket,Wang Hin
15.0-104.2,15.0,104.2,Si Sa Ket,Wang Hin
15.1-104.2,15.1,104.2,Si Sa Ket,Uthumphon Phisai
15.2-104.2,15.2,104.2,Si Sa Ket,Uthumphon Phisai
15.3-104.2,15.3,104.2,Si Sa Ket,Rasi Salai
15.4-104.2,15.4,104.2,Si Sa Ket,Rasi Salai
15.5-104.2,15.5,104.2,Yasothon,Maha Chana Chai
15.6-104.2,15.6,104.2,Yasothon,Maha Chana Chai
15.7-104.2,15.7,104.2,Yasothon,Mueang Yasothon
15.8-104.2,15.8,104.2,Yasothon,Mueang Yasothon
15.9-104.2,15.9,104.2,Yasothon,Mueang Yasothon
16.0-104.2,16.0,104.2,Yasothon,Sai Mun
16.1-104.2,16.1,104.2,Yasothon,Kut Chum
16.2-104.2,16.2,104.2,Roi Et,Nong Phok
16.3-104.2,16.3,104.2,Roi Et,Nong Phok
16.4-104.2,16.4,104.2,Roi Et,Moei Wadi
16.5-104.2,16.5,104.2,Kalasin,Kuchinarai
16.6-104.2,16.6,104.2,Mukdahan,Khamcha-I
16.7-104.2,16.7,104.2,Mukdahan,Dong Luang
16.8-104.2,16.8,104.2,Mukdahan,Dong Luang
16.9-104.2,16.9,104.2,Sakon Nakhon,Tao Ngoi
17.0-104.2,17.0,104.2,Sakon Nakhon,Khok Si Suphan
17.1-104.2,17.1,104.2,Sakon Nakhon,Mueang Sakon Nakhon
17.2-104.2,17.2,104.2,Sakon Nakhon,Phon Na Kaeo
17.3-104.2,17.3,104.2,Sakon Nakhon,Phon Na Kaeo
17.4-104.2,17.4,104.2,Sakon Nakhon,Kusuman
17.5-104.2,17.5,104.2,Nakhon Phanom,Phon Sawan
17.6-104.2,17.6,104.2,Nakhon Phanom,Si Songkhram
17.7-104.2,17.7,104.2,Nakhon Phanom,Si Songkhram
17.8-104.2,17.8,104.2,Nakhon Phanom,Ban Phaeng
17.9-104.2,17.9,104.2,Nakhon Phanom,Ban Phaeng
18.0-104.2,18.0,104.2,Nakhon Phanom,Ban Phaeng
14.4-104.3,14.4,104.3,Si Sa Ket,Khun Han
14.5-104.3,14.5,104.3,Si Sa Ket,Khun Han
14.6-104.3,14.6,104.3,Si Sa Ket,Khun Han
14.7-104.3,14.7,104.3,Si Sa Ket,Phrai Bueng
14.8-104.3,14.8,104.3,Si Sa Ket,Phrai Bueng
14.9-104.3,14.9,104.3,Si Sa Ket,Wang Hin
15.0-104.3,15.0,104.3,Si Sa Ket,Mueang Si Sa Ket
15.1-104.3,15.1,104.3,Si Sa Ket,Mueang Si Sa Ket
15.2-104.3,15.2,104.3,Si Sa Ket,Mueang Si Sa Ket
15.3-104.3,15.3,104.3,Si Sa Ket,Rasi Salai
15.4-104.3,15.4,104.3,Yasothon,Kho Wang
15.5-104.3,15.5,104.3,Yasothon,Maha Chana Chai
15.6-104.3,15.6,104.3,Yasothon,Kham Khuean Kaeo
15.7-104.3,15.7,104.3,Yasothon,Kham Khuean Kaeo
15.8-104.3,15.8,104.3,Yasothon,Pa Tio
15.9-104.3,15.9,104.3,Yasothon,Sai Mun
16.0-104.3,16.0,104.3,Yasothon,Kut Chum
16.1-104.3,16.1,104.3,Yasothon,Kut Chum
16.2-104.3,16.2,104.3,Yasothon,Loeng Nok Tha
16.3-104.3,16.3,104.3,Roi Et,Nong Phok
16.4-104.3,16.4,104.3,Roi Et,Nong Phok
16.5-104.3,16.5,104.3,Mukdahan,Nong Sung
16.6-104.3,16.6,104.3,Mukdahan,Khamcha-I
16.7-104.3,16.7,104.3,Mukdahan,Khamcha-I
16.8-104.3,16.8,104.3,Mukdahan,Dong Luang
16.9-104.3,16.9,104.3,Nakhon Phanom,Na Kae
17.0-104.3,17.0,104.3,Sakon Nakhon,Khok Si Suphan
17.1-104.3,17.1,104.3,Sakon Nakhon,Khok Si Suphan
17.2-104.3,17.2,104.3,Sakon Nakhon,Phon Na Kaeo
17.3-104.3,17.3,104.3,Sakon Nakhon,Kusuman
17.4-104.3,17.4,104.3,Sakon Nakhon,Kusuman
17.5-104.3,17.5,104.3,Nakhon Phanom,Phon Sawan
17.6-104.3,17.6,104.3,Nakhon Phanom,Si Songkhram
17.7-104.3,17.7,104.3,Nakhon Phanom,Si Songkhram
17.8-104.3,17.8,104.3,Nakhon Phanom,Tha Uthen
14.4-104.4,14.4,104.4,Si Sa Ket,Khun Han
14.5-104.4,14.5,104.4,Si Sa Ket,Khun Han
14.6-104.4,14.6,104.4,Si Sa Ket,Khun Han
14.7-104.4,14.7,104.4,Si Sa Ket,Phrai Bueng
14.8-104.4,14.8,104.4,Si Sa Ket,Si Rattana
14.9-104.4,14.9,104.4,Si Sa Ket,Phayu
15.0-104.4,15.0,104.4,Si Sa Ket,Mueang Si Sa Ket
15.1-104.4,15.1,104.4,Si Sa Ket,Mueang Si Sa Ket
15.2-104.4,15.2,104.4,Si Sa Ket,Yang Chum Noi
15.3-104.4,15.3,104.4,Yasothon,Kho Wang
15.4-104.4,15.4,104.4,Ubon Ratchathani,Khueang Nai
15.5-104.4,15.5,104.4,Ubon Ratchathani,Khueang Nai
15.6-104.4,15.6,104.4,Yasothon,Kham Khuean Kaeo
15.7-104.4,15.7,104.4,Yasothon,Kham Khuean Kaeo
15.8-104.4,15.8,104.4,Yasothon,Pa Tio
15.9-104.4,15.9,104.4,Yasothon,Pa Tio
16.0-104.4,16.0,104.4,Yasothon,Kut Chum
16.1-104.4,16.1,104.4,Yasothon,Thai Charoen
16.2-104.4,16.2,104.4,Yasothon,Thai Charoen
16.3-104.4,16.3,104.4,Yasothon,Loeng Nok Tha
16.4-104.4,16.4,104.4,Mukdahan,Nong Sung
16.5-104.4,16.5,104.4,Mukdahan,Khamcha-I
16.6-104.4,16.6,104.4,Mukdahan,Khamcha-I
16.7-104.4,16.7,104.4,Mukdahan,Khamcha-I
16.8-104.4,16.8,104.4,Mukdahan,Dong Luang
16.9-104.4,16.9,104.4,Nakhon Phanom,Na Kae
17.0-104.4,17.0,104.4,Nakhon Phanom,Na Kae
17.1-104.4,17.1,104.4,Nakhon Phanom,Wang Yang
17.2-104.4,17.2,104.4,Sakon Nakhon,Phon Na Kaeo
17.3-104.4,17.3,104.4,Sakon Nakhon,Kusuman
17.4-104.4,17.4,104.4,Sakon Nakhon,Kusuman
17.5-104.4,17.5,104.4,Nakhon Phanom,Phon Sawan
17.6-104.4,17.6,104.4,Nakhon Phanom,Tha Uthen
17.7-104.4,17.7,104.4,Nakhon Phanom,Tha Uthen
14.4-104.5,14.4,104.5,Si Sa Ket,Khun Han
14.5-104.5,14.5,104.5,Si Sa Ket,Khun Han
14.6-104.5,14.6,104.5,Si Sa Ket,Khun Han
14.7-104.5,14.7,104.5,Si Sa Ket,Khun Han
14.8-104.5,14.8,104.5,Si Sa Ket,Si Rattana
14.9-104.5,14.9,104.5,Si Sa Ket,Nam Kliang
15.0-104.5,15.0,104.5,Si Sa Ket,Kanthararom
15.1-104.5,15.1,104.5,Si Sa Ket,Kanthararom
15.2-104.5,15.2,104.5,Si Sa Ket,Kanthararom
15.3-104.5,15.3,104.5,Ubon Ratchathani,Khueang Nai
15.4-104.5,15.4,104.5,Ubon Ratchathani,Khueang Nai
15.5-104.5,15.5,104.5,Ubon Ratchathani,Khueang Nai
15.6-104.5,15.6,104.5,Amnat Charoen,Hua Taphan
15.7-104.5,15.7,104.5,Amnat Charoen,Hua Taphan
15.8-104.5,15.8,104.5,Amnat Charoen,Mueang Amnat Charoen
15.9-104.5,15.9,104.5,Amnat Charoen,Mueang Amnat Charoen
16.0-104.5,16.0,104.5,Yasothon,Thai Charoen
16.1-104.5,16.1,104.5,Yasothon,Loeng Nok Tha
16.2-104.5,16.2,104.5,Yasothon,Loeng Nok Tha
16.3-104.5,16.3,104.5,Yasothon,Loeng Nok Tha
16.4-104.5,16.4,104.5,Mukdahan,Nikhom Kham Soi
16.5-104.5,16.5,104.5,Mukdahan,Mueang Mukdahan
16.6-104.5,16.6,104.5,Mukdahan,Mueang Mukdahan
16.7-104.5,16.7,104.5,Mukdahan,Mueang Mukdahan
16.8-104.5,16.8,104.5,Mukdahan,Dong Luang
16.9-104.5,16.9,104.5,Nakhon Phanom,Na Kae
17.0-104.5,17.0,104.5,Nakhon Phanom,Na Kae
17.1-104.5,17.1,104.5,Nakhon Phanom,Wang Yang
17.2-104.5,17.2,104.5,Nakhon Phanom,Pla Pak
17.3-104.5,17.3,104.5,Nakhon Phanom,Mueang Nakhon Phanom
17.4-104.5,17.4,104.5,Nakhon Phanom,Phon Sawan
17.5-104.5,17.5,104.5,Nakhon Phanom,Phon Sawan
17.6-104.5,17.6,104.5,Nakhon Phanom,Tha Uthen
14.4-104.6,14.4,104.6,Si Sa Ket,Kantharalak
14.5-104.6,14.5,104.6,Si Sa Ket,Kantharalak
14.6-104.6,14.6,104.6,Si Sa Ket,Kantharalak
14.7-104.6,14.7,104.6,Si Sa Ket,Kantharalak
14.8-104.6,14.8,104.6,Si Sa Ket,Si Rattana
14.9-104.6,14.9,104.6,Si Sa Ket,Nam Kliang
15.0-104.6,15.0,104.6,Si Sa Ket,Nam Kliang
15.1-104.6,15.1,104.6,Si Sa Ket,Kanthararom
15.2-104.6,15.2,104.6,Si Sa Ket,Kanthararom
15.3-104.6,15.3,104.6,Ubon Ratchathani,Khueang Nai
15.4-104.6,15.4,104.6,Ubon Ratchathani,Khueang Nai
15.5-104.6,15.5,104.6,Ubon Ratchathani,Muang Sam Sip
15.6-104.6,15.6,104.6,Ubon Ratchathani,Muang Sam Sip
15.7-104.6,15.7,104.6,Amnat Charoen,Lue Amnat
15.8-104.6,15.8,104.6,Amnat Charoen,Mueang Amnat Charoen
15.9-104.6,15.9,104.6,Amnat Charoen,Mueang Amnat Charoen
16.0-104.6,16.0,104.6,Amnat Charoen,Mueang Amnat Charoen
16.1-104.6,16.1,104.6,Amnat Charoen,Senangkhanikhom
16.2-104.6,16.2,104.6,Yasothon,Loeng Nok Tha
16.3-104.6,16.3,104.6,Mukdahan,Nikhom Kham Soi
16.4-104.6,16.4,104.6,Mukdahan,Nikhom Kham Soi
16.5-104.6,16.5,104.6,Mukdahan,Mueang Mukdahan
16.6-104.6,16.6,104.6,Mukdahan,Mueang Mukdahan
16.7-104.6,16.7,104.6,Mukdahan,Mueang Mukdahan
16.8-104.6,16.8,104.6,Mukdahan,Dong Luang
16.9-104.6,16.9,104.6,Nakhon Phanom,Na Kae
17.0-104.6,17.0,104.6,Nakhon Phanom,Renu Nakhon
17.1-104.6,17.1,104.6,Nakhon Phanom,Pla Pak
17.2-104.6,17.2,104.6,Nakhon Phanom,Pla Pak
17.3-104.6,17.3,104.6,Nakhon Phanom,Mueang Nakhon Phanom
17.4-104.6,17.4,104.6,Nakhon Phanom,Mueang Nakhon Phanom
17.5-104.6,17.5,104.6,Nakhon Phanom,Tha Uthen
14.5-104.7,14.5,104.7,Si Sa Ket,Kantharalak
14.6-104.7,14.6,104.7,Si Sa Ket,Kantharalak
14.7-104.7,14.7,104.7,Si Sa Ket,Kantharalak
14.8-104.7,14.8,104.7,Si Sa Ket,Benchalak
14.9-104.7,14.9,104.7,Si Sa Ket,Non Khun
15.0-104.7,15.0,104.7,Ubon Ratchathani,Samrong
15.1-104.7,15.1,104.7,Ubon Ratchathani,Warin Chamrap
15.2-104.7,15.2,104.7,Si Sa Ket,Kanthararom
15.3-104.7,15.3,104.7,Ubon Ratchathani,Khueang Nai
15.4-104.7,15.4,104.7,Ubon Ratchathani,Muang Sam Sip
15.5-104.7,15.5,104.7,Ubon Ratchathani,Muang Sam Sip
15.6-104.7,15.6,104.7,Ubon Ratchathani,Muang Sam Sip
15.7-104.7,15.7,104.7,Amnat Charoen,Lue Amnat
15.8-104.7,15.8,104.7,Amnat Charoen,Lue Amnat
15.9-104.7,15.9,104.7,Amnat Charoen,Mueang Amnat Charoen
16.0-104.7,16.0,104.7,Amnat Charoen,Mueang Amnat Charoen
16.1-104.7,16.1,104.7,Amnat Charoen,Senangkhanikhom
16.2-104.7,16.2,104.7,Yasothon,Loeng Nok Tha
16.3-104.7,16.3,104.7,Mukdahan,Mueang Mukdahan
16.4-104.7,16.4,104.7,Mukdahan,Mueang Mukdahan
16.5-104.7,16.5,104.7,Mukdahan,Mueang Mukdahan
16.6-104.7,16.6,104.7,Mukdahan,Mueang Mukdahan
16.7-104.7,16.7,104.7,Mukdahan,Mueang Mukdahan
16.8-104.7,16.8,104.7,Mukdahan,Wan Yai
16.9-104.7,16.9,104.7,Nakhon Phanom,That Phanom
17.0-104.7,17.0,104.7,Nakhon Phanom,Renu Nakhon
17.1-104.7,17.1,104.7,Nakhon Phanom,Renu Nakhon
17.2-104.7,17.2,104.7,Nakhon Phanom,Mueang Nakhon Phanom
17.3-104.7,17.3,104.7,Nakhon Phanom,Mueang Nakhon Phanom
17.4-104.7,17.4,104.7,Nakhon Phanom,Mueang Nakhon Phanom
17.5-104.7,17.5,104.7,Nakhon Phanom,Tha Uthen
14.5-104.8,14.5,104.8,Si Sa Ket,Kantharalak
14.6-104.8,14.6,104.8,Si Sa Ket,Kantharalak
14.7-104.8,14.7,104.8,Si Sa Ket,Kantharalak
14.8-104.8,14.8,104.8,Si Sa Ket,Benchalak
14.9-104.8,14.9,104.8,Ubon Ratchathani,Samrong
15.0-104.8,15.0,104.8,Ubon Ratchathani,Samrong
15.1-104.8,15.1,104.8,Ubon Ratchathani,Warin Chamrap
15.2-104.8,15.2,104.8,Ubon Ratchathani,Warin Chamrap
15.3-104.8,15.3,104.8,Ubon Ratchathani,Mueang Ubon Ratchathani
15.4-104.8,15.4,104.8,Ubon Ratchathani,Mueang Ubon Ratchathani
15.5-104.8,15.5,104.8,Ubon Ratchathani,Muang Sam Sip
15.6-104.8,15.6,104.8,Amnat Charoen,Lue Amnat
15.7-104.8,15.7,104.8,Amnat Charoen,Phana
15.8-104.8,15.8,104.8,Amnat Charoen,Mueang Amnat Charoen
15.9-104.8,15.9,104.8,Amnat Charoen,Mueang Amnat Charoen
16.0-104.8,16.0,104.8,Amnat Charoen,Senangkhanikhom
16.1-104.8,16.1,104.8,Yasothon,Loeng Nok Tha
16.2-104.8,16.2,104.8,Mukdahan,Don Tan
16.3-104.8,16.3,104.8,Mukdahan,Don Tan
16.4-104.8,16.4,104.8,Mukdahan,Don Tan
17.2-104.8,17.2,104.8,Nakhon Phanom,Mueang Nakhon Phanom
17.3-104.8,17.3,104.8,Nakhon Phanom,Mueang Nakhon Phanom
14.5-104.9,14.5,104.9,Ubon Ratchathani,Nam Khun
14.6-104.9,14.6,104.9,Ubon Ratchathani,Nam Khun
14.7-104.9,14.7,104.9,Ubon Ratchathani,Thung Si Udom
14.8-104.9,14.8,104.9,Ubon Ratchathani,Thung Si Udom
14.9-104.9,14.9,104.9,Ubon Ratchathani,Det Udom
15.0-104.9,15.0,104.9,Ubon Ratchathani,Warin Chamrap
